,InvoiceDate,InvoiceNo,StockCode,Description,Quantity,InvoiceDate.1,UnitPrice,CustomerID,Country,Estore_id
29296,2011-01-25 12:39:00,C542089,,COFFEE MUG DOG + BALL DESIGN,-2.0,2011-01-25 12:39:00,2.55,12681.0,France,16
29345,2011-11-03 09:54:00,C574095,,,1.0,2011-11-03 09:54:00,2.95,12674.0,France,28
29354,2011-06-08 09:14:00,C555935,,,-6.0,2011-06-08 09:14:00,1.95,12567.0,France,16
29360,2011-05-20 13:54:00,C554029,22423,,1.0,2011-05-20 13:54:00,12.75,12681.0,France,16
29654,2011-11-03 14:00:00,C574261,23325,,1.0,2011-11-03 14:00:00,1.65,12683.0,France,15
29675,2011-06-08 09:14:00,C555935,,,-10.0,2011-06-08 09:14:00,1.65,12567.0,France,10
29719,2011-01-27 09:40:00,C542271,84927E,,-2.0,2011-01-27 09:40:00,2.1,12637.0,France,17
29894,2011-06-08 09:14:00,C555935,,,-10.0,2011-06-08 09:14:00,1.65,12567.0,France,16
29928,2011-06-08 09:14:00,C555935,,,-10.0,2011-06-08 09:14:00,1.65,12567.0,France,11
30005,2011-10-20 19:29:00,C572120,,,-1.0,2011-10-20 19:29:00,4.95,14911.0,EIRE,7
30026,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,25
30053,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,4.25,14911.0,EIRE,9
30064,2011-09-23 09:23:00,C567965,23169,CLASSIC GLASS COOKIE JAR,-1.0,2011-09-23 09:23:00,4.15,14911.0,EIRE,1
30079,2011-11-04 13:58:00,C574527,22112,CHOCOLATE HOT WATER BOTTLE,1.0,2011-11-04 13:58:00,4.04,14156.0,EIRE,21
30119,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,1.95,,EIRE,12
30203,2011-11-08 16:23:00,C575160,,,-1.0,2011-11-08 16:23:00,2.89,14911.0,EIRE,2
30268,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,28
30332,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,2.08,14911.0,EIRE,27
30396,2010-12-20 12:25:00,C539576,,,-6.0,2010-12-20 12:25:00,4.25,14911.0,EIRE,14
30401,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,3.75,14911.0,EIRE,17
30428,2011-09-20 16:28:00,C567518,,,-1.0,2011-09-20 16:28:00,16.95,,EIRE,22
30442,2011-09-30 12:50:00,C569114,,,1.0,2011-09-30 12:50:00,0.85,14911.0,EIRE,18
30466,2011-07-08 14:27:00,C559500,21735,,-1.0,2011-07-08 14:27:00,12.75,14016.0,EIRE,24
30528,2010-12-20 14:05:00,C539603,,SMALL POPCORN HOLDER,1.0,2010-12-20 14:05:00,0.85,14911.0,EIRE,17
30531,2011-08-30 08:00:00,C564748,,RED ROCKING HORSE HAND PAINTED,-24.0,2011-08-30 08:00:00,1.25,14911.0,EIRE,2
30536,2011-07-26 10:32:00,C561239,,,1.0,2011-07-26 10:32:00,5.95,,EIRE,23
30657,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,1.45,14911.0,EIRE,27
30672,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,7.65,14911.0,EIRE,8
30674,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,24
30700,2011-09-30 12:50:00,C569114,,,1.0,2011-09-30 12:50:00,1.65,14911.0,EIRE,10
30724,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,1.25,,EIRE,6
30751,2011-10-24 13:51:00,C572486,,POPCORN HOLDER,-32.0,2011-10-24 13:51:00,0.85,14156.0,EIRE,6
30761,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,1.65,14911.0,EIRE,24
30766,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.55,14911.0,EIRE,13
30798,2011-08-16 10:27:00,C563375,,,-1.0,2011-08-16 10:27:00,12.5,14911.0,EIRE,32
30846,2011-09-20 16:28:00,C567518,,,-12.0,2011-09-20 16:28:00,1.65,,EIRE,8
30878,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,1.25,14911.0,EIRE,15
30906,2011-11-22 09:53:00,C577828,,,-11.0,2011-11-22 09:53:00,2.08,14911.0,EIRE,32
30951,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,0.42,14911.0,EIRE,29
30957,2011-09-30 14:48:00,C569138,23118,PARISIENNE JEWELLERY DRAWER ,-1.0,2011-09-30 14:48:00,7.5,14911.0,EIRE,28
30958,2011-08-16 10:27:00,C563375,,,-2.0,2011-08-16 10:27:00,8.5,14911.0,EIRE,27
30965,2011-05-17 14:07:00,C553516,,,1.0,2011-05-17 14:07:00,9.95,14911.0,EIRE,15
30972,2011-07-26 10:32:00,C561239,,,1.0,2011-07-26 10:32:00,0.65,,EIRE,29
31013,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.1,14911.0,EIRE,25
31036,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,1.65,14911.0,EIRE,9
31051,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,2.08,14911.0,EIRE,24
31075,2010-12-20 12:25:00,C539576,,,-24.0,2010-12-20 12:25:00,1.25,14911.0,EIRE,4
31151,2011-08-18 06:24:00,C563600,,,1.0,2011-08-18 06:24:00,8.5,14911.0,EIRE,18
31158,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,16
31171,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,1.65,14911.0,EIRE,18
31196,2011-03-11 10:15:00,C546325,,,-1.0,2011-03-11 10:15:00,1687.17,14911.0,EIRE,24
31211,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,2.55,,EIRE,5
31212,2011-08-30 10:40:00,C564759,,,-1.0,2011-08-30 10:40:00,4.25,14911.0,EIRE,14
31236,2011-05-17 14:07:00,C553516,,,1.0,2011-05-17 14:07:00,3.95,14911.0,EIRE,27
31238,2011-08-18 06:24:00,C563600,,,1.0,2011-08-18 06:24:00,2.55,14911.0,EIRE,24
31254,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,4.25,14911.0,EIRE,13
31278,2011-11-18 16:58:00,C577388,,,1.0,2011-11-18 16:58:00,2.95,14911.0,EIRE,20
31285,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,6.75,14911.0,EIRE,25
31294,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,1.65,14911.0,EIRE,30
31344,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,1.05,14911.0,EIRE,22
31359,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,1.05,14911.0,EIRE,12
31393,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,1.25,14911.0,EIRE,24
31439,2010-12-20 12:25:00,C539576,,,-6.0,2010-12-20 12:25:00,5.95,14911.0,EIRE,2
31480,2011-09-27 08:53:00,C568377,23292,SPACEBOY CHILDRENS CUP,1.0,2011-09-27 08:53:00,1.25,14911.0,EIRE,5
31483,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,5.95,,EIRE,10
31491,2011-05-26 12:10:00,C554790,22961,,-4.0,2011-05-26 12:10:00,1.45,14911.0,EIRE,28
31549,2011-08-30 10:40:00,C564759,,,-2.0,2011-08-30 10:40:00,3.75,14911.0,EIRE,10
31783,2010-12-20 12:25:00,C539576,,,-12.0,2010-12-20 12:25:00,2.1,14911.0,EIRE,21
31793,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,4.95,14911.0,EIRE,27
31821,2010-12-16 12:56:00,C539221,,,1.0,2010-12-16 12:56:00,3.75,14911.0,EIRE,15
31822,2011-11-23 10:57:00,C578136,23328,,-1.0,2011-11-23 10:57:00,3.75,14156.0,EIRE,21
31834,2011-10-10 17:08:00,C570484,21696,,1.0,2011-10-10 17:08:00,2.95,14911.0,EIRE,24
31862,2010-12-20 12:25:00,C539576,,,-6.0,2010-12-20 12:25:00,4.25,14911.0,EIRE,18
31864,2011-07-26 10:32:00,C561239,,,1.0,2011-07-26 10:32:00,3.75,,EIRE,16
31908,2011-03-11 10:18:00,C546327,M,,-1.0,2011-03-11 10:18:00,1687.17,14911.0,EIRE,32
31981,2010-12-16 12:56:00,C539221,,,1.0,2010-12-16 12:56:00,8.5,14911.0,EIRE,1
31999,2011-11-18 16:58:00,C577388,,,1.0,2011-11-18 16:58:00,2.95,14911.0,EIRE,26
32035,2011-11-04 13:13:00,C574496,22197,,-4.0,2011-11-04 13:13:00,0.85,14156.0,EIRE,1
32038,2011-11-08 13:28:00,C575079,,,-1.0,2011-11-08 13:28:00,2.95,14911.0,EIRE,24
32041,2011-09-30 12:50:00,C569114,,,1.0,2011-09-30 12:50:00,0.85,14911.0,EIRE,18
32043,2010-12-20 12:25:00,C539576,,,-12.0,2010-12-20 12:25:00,2.1,14911.0,EIRE,8
32066,2011-10-20 19:29:00,C572120,,,-1.0,2011-10-20 19:29:00,3.75,14911.0,EIRE,18
32075,2011-06-23 13:05:00,C557874,22961,JAM MAKING SET PRINTED,-1.0,2011-06-23 13:05:00,1.45,14911.0,EIRE,1
32086,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,12.75,,EIRE,2
32100,2011-09-27 08:53:00,C568377,20724,RED RETROSPOT CHARLOTTE BAG,1.0,2011-09-27 08:53:00,0.85,14911.0,EIRE,15
32103,2011-09-30 12:50:00,C569114,,,1.0,2011-09-30 12:50:00,1.65,14911.0,EIRE,27
32131,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,0.42,,EIRE,16
32148,2011-11-18 16:58:00,C577388,,,1.0,2011-11-18 16:58:00,2.95,14911.0,EIRE,29
32158,2011-06-01 16:34:00,C555274,,,-1.0,2011-06-01 16:34:00,7.5,14911.0,EIRE,22
32159,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,1.25,,EIRE,4
32185,2011-10-20 19:29:00,C572120,,,-7.0,2011-10-20 19:29:00,2.08,14911.0,EIRE,15
32204,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,4.95,14911.0,EIRE,27
32255,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,5.95,,EIRE,32
32465,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,5.95,,EIRE,23
32483,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,3.75,14911.0,EIRE,1
32537,2010-12-20 12:25:00,C539576,,,-96.0,2010-12-20 12:25:00,0.19,14911.0,EIRE,19
32546,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,0.29,,EIRE,22
32578,2010-12-20 12:25:00,C539576,,,-10.0,2010-12-20 12:25:00,1.45,14911.0,EIRE,26
32604,2011-09-30 12:50:00,C569114,,,1.0,2011-09-30 12:50:00,2.95,14911.0,EIRE,15
32623,2011-09-23 09:23:00,C567965,23169,CLASSIC GLASS COOKIE JAR,-1.0,2011-09-23 09:23:00,4.15,14911.0,EIRE,4
32642,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,8.15,14911.0,EIRE,17
32666,2011-03-11 10:15:00,C546325,,,-1.0,2011-03-11 10:15:00,1687.17,14911.0,EIRE,6
32688,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,3.75,14911.0,EIRE,22
32703,2010-12-20 12:25:00,C539576,,,-12.0,2010-12-20 12:25:00,4.95,14911.0,EIRE,15
32756,2010-12-02 17:08:00,C536817,,,-1.0,2010-12-02 17:08:00,4.25,14156.0,EIRE,12
32773,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,1.25,,EIRE,3
32801,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,15.0,,EIRE,17
32821,2011-07-26 10:32:00,C561239,,,1.0,2011-07-26 10:32:00,0.65,,EIRE,32
32856,2011-02-25 16:26:00,C545033,,,-96.0,2011-02-25 16:26:00,12.75,14156.0,EIRE,3
32871,2010-12-16 12:56:00,C539221,,,1.0,2010-12-16 12:56:00,4.25,14911.0,EIRE,24
32893,2011-08-18 06:24:00,C563600,,,1.0,2011-08-18 06:24:00,0.79,14911.0,EIRE,8
32964,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,4.25,14911.0,EIRE,10
32967,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,1.45,14911.0,EIRE,19
32995,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,20
33039,2011-08-30 10:40:00,C564759,,,-1.0,2011-08-30 10:40:00,4.25,14911.0,EIRE,20
33051,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,19
33080,2010-12-16 12:56:00,C539221,,,1.0,2010-12-16 12:56:00,4.25,14911.0,EIRE,31
33184,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,4.95,14911.0,EIRE,29
33204,2011-11-18 16:58:00,C577388,,,1.0,2011-11-18 16:58:00,1.95,14911.0,EIRE,19
33205,2010-12-20 12:25:00,C539576,,,-10.0,2010-12-20 12:25:00,1.45,14911.0,EIRE,9
33207,2011-06-24 13:52:00,C558048,,,1.0,2011-06-24 13:52:00,542.2,,EIRE,7
33229,2011-11-08 13:28:00,C575079,,,-2.0,2011-11-08 13:28:00,4.95,14911.0,EIRE,17
33241,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,6.75,14911.0,EIRE,25
33264,2011-06-23 13:15:00,C557879,,,-1.0,2011-06-23 13:15:00,4.25,14911.0,EIRE,14
33270,2011-08-18 06:24:00,C563600,,,1.0,2011-08-18 06:24:00,4.95,14911.0,EIRE,1
33278,2011-05-17 14:07:00,C553516,,,1.0,2011-05-17 14:07:00,3.95,14911.0,EIRE,17
33329,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,2.08,14911.0,EIRE,9
33331,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,1.25,14911.0,EIRE,4
33351,2011-09-09 11:57:00,C566165,,,-4.0,2011-09-09 11:57:00,9.95,14911.0,EIRE,15
33355,2010-12-20 12:25:00,C539576,,,-24.0,2010-12-20 12:25:00,2.95,14911.0,EIRE,17
33372,2010-12-20 12:25:00,C539576,,,-6.0,2010-12-20 12:25:00,5.95,14911.0,EIRE,10
33393,2011-08-18 06:24:00,C563600,,,1.0,2011-08-18 06:24:00,2.55,14911.0,EIRE,14
33428,2011-09-05 12:38:00,C565582,,,-100.0,2011-09-05 12:38:00,1.45,14156.0,EIRE,19
33460,2011-09-27 08:53:00,C568377,20724,RED RETROSPOT CHARLOTTE BAG,1.0,2011-09-27 08:53:00,0.85,14911.0,EIRE,4
33474,2011-06-21 18:00:00,C557664,22847,BREAD BIN DINER STYLE IVORY,-1.0,2011-06-21 18:00:00,14.95,,EIRE,17
33532,2011-06-20 11:01:00,C557381,M,,-1.0,2011-06-20 11:01:00,1216.12,,EIRE,23
33598,2011-05-17 14:07:00,C553516,,,1.0,2011-05-17 14:07:00,9.95,14911.0,EIRE,5
33661,2011-06-20 11:01:00,C557381,M,,-1.0,2011-06-20 11:01:00,1216.12,,EIRE,2
33674,2011-12-01 13:12:00,C580056,22467,,-1.0,2011-12-01 13:12:00,2.55,14911.0,EIRE,25
33705,2011-11-18 16:58:00,C577388,,,1.0,2011-11-18 16:58:00,12.75,14911.0,EIRE,16
33714,2010-12-20 12:25:00,C539576,,,-24.0,2010-12-20 12:25:00,2.95,14911.0,EIRE,3
33724,2011-07-26 10:32:00,C561239,,,1.0,2011-07-26 10:32:00,3.75,,EIRE,20
33728,2011-07-19 13:37:00,C560563,,,1.0,2011-07-19 13:37:00,9.95,14911.0,EIRE,31
33756,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,7.65,14911.0,EIRE,17
33797,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,2.75,14911.0,EIRE,24
33868,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,3.75,14911.0,EIRE,17
33891,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,1.45,14911.0,EIRE,14
33968,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,1.69,,EIRE,8
33983,2011-11-22 09:53:00,C577828,,,-11.0,2011-11-22 09:53:00,2.08,14911.0,EIRE,15
33994,2011-11-08 16:23:00,C575160,,,-1.0,2011-11-08 16:23:00,2.89,14911.0,EIRE,26
34029,2011-11-08 13:28:00,C575079,,,-2.0,2011-11-08 13:28:00,4.95,14911.0,EIRE,26
34065,2011-09-15 09:55:00,C566777,,,-1.0,2011-09-15 09:55:00,7.95,14911.0,EIRE,26
34074,2011-08-18 06:24:00,C563600,,,1.0,2011-08-18 06:24:00,2.55,14911.0,EIRE,2
34107,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,2.95,,EIRE,32
34112,2011-10-10 17:08:00,C570484,22576,,1.0,2011-10-10 17:08:00,0.85,14911.0,EIRE,17
34117,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,1.25,,EIRE,8
34218,2011-09-05 12:38:00,C565582,,,-100.0,2011-09-05 12:38:00,1.45,14156.0,EIRE,10
34223,2010-12-16 12:56:00,C539221,,,1.0,2010-12-16 12:56:00,4.25,14911.0,EIRE,13
34250,2011-06-23 13:15:00,C557879,,,-1.0,2011-06-23 13:15:00,4.25,14911.0,EIRE,8
34279,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,1.95,14911.0,EIRE,32
34303,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,28
34328,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,1.65,14911.0,EIRE,30
34363,2011-07-26 10:32:00,C561239,,,1.0,2011-07-26 10:32:00,3.75,,EIRE,3
34371,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,23
34383,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,4.25,14911.0,EIRE,8
34385,2011-07-19 13:37:00,C560563,,,1.0,2011-07-19 13:37:00,9.95,14911.0,EIRE,23
34441,2011-02-25 16:26:00,C545033,,,-72.0,2011-02-25 16:26:00,2.75,14156.0,EIRE,13
34453,2011-08-30 10:40:00,C564759,,,-1.0,2011-08-30 10:40:00,6.75,14911.0,EIRE,29
34476,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,1.25,14911.0,EIRE,9
34509,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,2.55,14911.0,EIRE,4
34512,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,2.55,14911.0,EIRE,32
34575,2011-08-14 14:35:00,C563225,D,,-1.0,2011-08-14 14:35:00,434.51,14911.0,EIRE,20
34597,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,24
34730,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,0.29,,EIRE,31
34772,2011-03-27 12:16:00,C547858,,JAM CLOCK MAGNET,-1.0,2011-03-27 12:16:00,2.89,14911.0,EIRE,4
34783,2011-06-01 16:34:00,C555274,,,-1.0,2011-06-01 16:34:00,7.5,14911.0,EIRE,24
34848,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,2.1,,EIRE,2
34898,2011-11-04 13:13:00,C574496,22197,,-4.0,2011-11-04 13:13:00,0.85,14156.0,EIRE,21
34924,2010-12-20 12:25:00,C539576,,,-6.0,2010-12-20 12:25:00,5.95,14911.0,EIRE,5
34953,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,1.25,,EIRE,11
34999,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,5.95,,EIRE,22
35034,2010-12-16 12:56:00,C539221,,,1.0,2010-12-16 12:56:00,8.5,14911.0,EIRE,17
35039,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,13
35122,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,1.65,14911.0,EIRE,17
35123,2011-08-18 06:24:00,C563600,,,1.0,2011-08-18 06:24:00,4.95,14911.0,EIRE,25
35127,2011-02-25 16:26:00,C545033,,,-72.0,2011-02-25 16:26:00,2.75,14156.0,EIRE,30
35135,2010-12-20 12:25:00,C539576,,,-24.0,2010-12-20 12:25:00,2.95,14911.0,EIRE,13
35250,2011-10-27 12:39:00,C573021,,,-7.0,2011-10-27 12:39:00,10.95,14911.0,EIRE,24
35279,2010-12-16 12:56:00,C539221,,,1.0,2010-12-16 12:56:00,4.25,14911.0,EIRE,13
35331,2011-10-20 19:29:00,C572120,,,-2.0,2011-10-20 19:29:00,2.1,14911.0,EIRE,21
35355,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,0.29,,EIRE,10
35443,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,17
35505,2011-09-19 15:53:00,C567345,23174,REGENCY SUGAR BOWL GREEN,1.0,2011-09-19 15:53:00,4.15,14911.0,EIRE,23
35534,2011-05-24 17:47:00,C554539,85159B,,1.0,2011-05-24 17:47:00,1.95,14911.0,EIRE,26
35539,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,1.95,,EIRE,31
35543,2011-09-14 15:42:00,C566751,20914,,-1.0,2011-09-14 15:42:00,2.95,14911.0,EIRE,1
35560,2011-09-09 11:57:00,C566165,,,-4.0,2011-09-09 11:57:00,9.95,14911.0,EIRE,28
35593,2011-10-12 13:25:00,C570831,,,-2.0,2011-10-12 13:25:00,49.95,14911.0,EIRE,19
35600,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.55,14911.0,EIRE,32
35605,2011-03-11 10:15:00,C546325,,,-1.0,2011-03-11 10:15:00,1687.17,14911.0,EIRE,30
35619,2011-10-20 19:29:00,C572120,,,-6.0,2011-10-20 19:29:00,2.1,14911.0,EIRE,19
35665,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,4.25,14911.0,EIRE,9
35670,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,1.45,14911.0,EIRE,1
35672,2011-09-30 12:50:00,C569114,,,1.0,2011-09-30 12:50:00,12.75,14911.0,EIRE,1
35704,2010-12-20 14:05:00,C539603,,SMALL POPCORN HOLDER,1.0,2010-12-20 14:05:00,0.85,14911.0,EIRE,13
35725,2011-09-30 12:50:00,C569114,,,1.0,2011-09-30 12:50:00,10.75,14911.0,EIRE,27
35783,2011-09-19 15:53:00,C567345,23174,REGENCY SUGAR BOWL GREEN,1.0,2011-09-19 15:53:00,4.15,14911.0,EIRE,29
35800,2011-09-14 15:48:00,C566753,22796,PHOTO FRAME 3 CLASSIC HANGING,-1.0,2011-09-14 15:48:00,9.95,14911.0,EIRE,6
35859,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,1.65,14911.0,EIRE,3
35862,2011-08-23 09:16:00,C564084,23574,PACKING CHARGE,-1.0,2011-08-23 09:16:00,7.5,14911.0,EIRE,15
35868,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,2.55,14911.0,EIRE,32
35894,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,0.38,14911.0,EIRE,20
35904,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,12.5,14911.0,EIRE,30
35931,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,1.25,,EIRE,29
35943,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,10.95,14911.0,EIRE,29
35951,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,3.75,14911.0,EIRE,1
35958,2010-12-16 12:56:00,C539221,,,1.0,2010-12-16 12:56:00,8.5,14911.0,EIRE,11
35985,2011-09-15 09:55:00,C566777,,,-1.0,2011-09-15 09:55:00,6.75,14911.0,EIRE,14
36000,2010-12-20 12:25:00,C539576,,,-6.0,2010-12-20 12:25:00,5.95,14911.0,EIRE,10
36005,2011-08-08 12:31:00,C562617,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2.0,2011-08-08 12:31:00,4.95,,EIRE,16
36006,2010-12-20 12:25:00,C539576,,,-96.0,2010-12-20 12:25:00,0.19,14911.0,EIRE,25
36039,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,1.45,14911.0,EIRE,1
36061,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,2.95,,EIRE,13
36151,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,1.95,,EIRE,6
36166,2011-09-23 09:23:00,C567965,23169,CLASSIC GLASS COOKIE JAR,-1.0,2011-09-23 09:23:00,4.15,14911.0,EIRE,4
36217,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,2.95,14911.0,EIRE,23
36239,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,2.95,14911.0,EIRE,4
36279,2011-11-23 10:57:00,C578136,23173,,-1.0,2011-11-23 10:57:00,9.95,14156.0,EIRE,19
36307,2011-05-24 17:47:00,C554539,85159B,,1.0,2011-05-24 17:47:00,1.95,14911.0,EIRE,2
36322,2011-08-04 14:46:00,C562375,,,1.0,2011-08-04 14:46:00,1.25,14911.0,EIRE,25
36353,2011-09-30 12:50:00,C569114,,,1.0,2011-09-30 12:50:00,0.85,14911.0,EIRE,6
36386,2011-11-18 16:58:00,C577388,,,1.0,2011-11-18 16:58:00,4.95,14911.0,EIRE,30
36399,2011-10-12 13:15:00,C570828,,,1.0,2011-10-12 13:15:00,3.75,14911.0,EIRE,20
36431,2011-08-18 06:24:00,C563600,,,1.0,2011-08-18 06:24:00,4.95,14911.0,EIRE,6
36438,2011-06-21 17:59:00,C557663,,,1.0,2011-06-21 17:59:00,6.75,,EIRE,1
36451,2011-09-09 11:57:00,C566165,,,-2.0,2011-09-09 11:57:00,5.75,14911.0,EIRE,19
36481,2011-05-17 15:13:00,C553532,90076,,-1.0,2011-05-17 15:13:00,2.55,14911.0,EIRE,10
36501,2011-02-25 16:26:00,C545033,,,-72.0,2011-02-25 16:26:00,2.75,14156.0,EIRE,18
36536,2011-11-18 16:58:00,C577388,,,1.0,2011-11-18 16:58:00,4.15,14911.0,EIRE,4
36672,2011-11-22 09:53:00,C577828,,,-11.0,2011-11-22 09:53:00,2.08,14911.0,EIRE,32
36673,2011-09-15 09:55:00,C566777,,,-1.0,2011-09-15 09:55:00,7.95,14911.0,EIRE,3
36717,2011-08-30 08:00:00,C564748,,KNICKERBOCKERGLORY MAGNET ASSORTED ,-6.0,2011-08-30 08:00:00,0.83,14911.0,EIRE,30
36729,2010-12-20 12:25:00,C539576,,,-36.0,2010-12-20 12:25:00,0.72,14911.0,EIRE,3
36764,2011-09-30 12:50:00,C569114,,,1.0,2011-09-30 12:50:00,9.95,14911.0,EIRE,7
36792,2011-01-05 12:02:00,C540164,,,1.0,2011-01-05 12:02:00,0.38,14911.0,EIRE,18
36817,2011-08-30 08:00:00,C564748,,WHITE SPOT RED CERAMIC DRAWER KNOB,-24.0,2011-08-30 08:00:00,1.25,14911.0,EIRE,2
